date,close
2022-10-24,100.398
2022-10-25,100.379
2022-10-26,100.365
2022-10-27,100.399
2022-10-28,100.48
2022-10-31,100.53
2022-11-01,100.508
2022-11-02,100.456
2022-11-03,100.48
2022-11-04,100.429
2022-11-07,100.425
2022-11-08,100.385
2022-11-09,100.36
2022-11-10,100.346
2022-11-11,100.165
2022-11-14,99.83
2022-11-15,99.709
2022-11-16,99.626
2022-11-17,99.687
2022-11-18,99.858
2022-11-21,99.993
2022-11-22,99.98
2022-11-23,100.069
2022-11-24,100.195
2022-11-25,100.089
2022-11-28,100.017
2022-11-29,99.8
2022-11-30,99.841
2022-12-01,99.819
2022-12-02,99.92
2022-12-05,99.891
2022-12-06,99.799
2022-12-07,99.715
2022-12-08,99.805
2022-12-09,99.742
2022-12-12,99.734
2022-12-13,99.549
2022-12-14,99.759
2022-12-15,99.827
2022-12-16,99.773
2022-12-19,99.884
2022-12-20,99.865
2022-12-21,99.87
2022-12-22,99.963
2022-12-23,100.111
2022-12-26,100.09
2022-12-27,100.046
2022-12-28,100.079
2022-12-29,100.185
2022-12-30,100.23
2023-01-02,100.23
2023-01-03,100.255
2023-01-04,100.318
2023-01-05,100.301
2023-01-06,100.057
2023-01-09,100.093
2023-01-10,100.07
2023-01-11,100.1
2023-01-12,100.151
2023-01-13,100.139
2023-01-16,100.01
2023-01-17,100.035
2023-01-18,100.044
2023-01-19,100.048
2023-01-20,100.073
2023-01-23,100.073
2023-01-24,100.073
2023-01-25,100.073
2023-01-26,100.073
2023-01-27,100.073
2023-01-30,100.079
2023-01-31,100.122
2023-02-01,100.147
2023-02-02,100.146
2023-02-03,100.205
2023-02-06,100.25
2023-02-07,100.231
2023-02-08,100.246
2023-02-09,100.252
2023-02-10,100.282
2023-02-13,100.312
2023-02-14,100.322
2023-02-15,100.322
2023-02-16,100.327
2023-02-17,100.314
2023-02-20,100.252
2023-02-21,100.15
2023-02-22,100.183
2023-02-23,100.187
2023-02-24,100.158
2023-02-27,100.15
2023-02-28,100.159
2023-03-01,100.194
2023-03-02,100.175
2023-03-03,100.172
2023-03-06,100.212
2023-03-07,100.265
2023-03-08,100.321
2023-03-09,100.332
2023-03-10,100.37
2023-03-13,100.37
2023-03-14,100.384
2023-03-15,100.368
2023-03-16,100.41
2023-03-17,100.443
2023-03-20,100.548
2023-03-21,100.525
2023-03-22,100.523
2023-03-23,100.556
2023-03-24,100.513
2023-03-27,100.542
2023-03-28,100.584
2023-03-29,100.572
2023-03-30,100.626
2023-03-31,100.669
2023-04-03,100.704
2023-04-04,100.717
2023-04-05,100.717
2023-04-06,100.705
2023-04-07,100.695
2023-04-10,100.81
2023-04-11,100.809
2023-04-12,100.808
2023-04-13,100.794
2023-04-14,100.797
2023-04-17,100.781
2023-04-18,100.784
2023-04-19,100.829
2023-04-20,100.847
2023-04-21,100.851
2023-04-24,100.865
2023-04-25,100.906
2023-04-26,100.87
2023-04-27,101.025
2023-04-28,101.055
2023-05-01,101.055
2023-05-02,101.055
2023-05-03,101.055
2023-05-04,101.107
2023-05-05,101.248
2023-05-08,101.194
2023-05-09,101.225
2023-05-10,101.278
2023-05-11,101.375
2023-05-12,101.34
2023-05-15,101.336
2023-05-16,101.359
2023-05-17,101.351
2023-05-18,101.315
2023-05-19,101.362
2023-05-22,101.436
2023-05-23,101.558
2023-05-24,101.58
2023-05-25,101.506
2023-05-26,101.455
2023-05-29,101.528
2023-05-30,101.586
2023-05-31,101.579
2023-06-01,101.642
2023-06-02,101.613
2023-06-05,101.648
2023-06-06,101.743
2023-06-07,101.798
2023-06-08,101.77
2023-06-09,101.806
2023-06-12,101.826
2023-06-13,101.9
2023-06-14,101.946
2023-06-15,101.844
2023-06-16,101.709
2023-06-19,101.69
2023-06-20,101.697
2023-06-21,101.784
2023-06-22,101.784
2023-06-23,101.784
2023-06-26,101.813
2023-06-27,101.796
2023-06-28,101.847
2023-06-29,101.88
2023-06-30,101.97
2023-07-03,101.968
2023-07-04,101.999
2023-07-05,102.063
2023-07-06,102.079
2023-07-07,102.125
2023-07-10,102.105
2023-07-11,102.114
2023-07-12,102.08
2023-07-13,102.08
2023-07-14,102.069
2023-07-17,102.109
2023-07-18,102.189
2023-07-19,102.204
2023-07-20,102.2
2023-07-21,102.247
2023-07-24,102.268
2023-07-25,102.134
2023-07-26,102.128
2023-07-27,102.205
2023-07-28,102.186
2023-07-31,102.143
2023-08-01,102.183
2023-08-02,102.202
2023-08-03,102.268
2023-08-04,102.285
2023-08-07,102.326
2023-08-08,102.338
2023-08-09,102.342
2023-08-10,102.353
2023-08-11,102.372
2023-08-14,102.424
2023-08-15,102.533
2023-08-16,102.55
2023-08-17,102.5
2023-08-18,102.587
2023-08-21,102.646
2023-08-22,102.59
2023-08-23,102.582
2023-08-24,102.59
2023-08-25,102.574
2023-08-28,102.51
2023-08-29,102.46
2023-08-30,102.487
2023-08-31,102.542
2023-09-01,102.511
2023-09-04,102.425
2023-09-05,102.465
2023-09-06,102.43
2023-09-07,102.316
2023-09-08,102.212
2023-09-11,102.238
2023-09-12,102.284
2023-09-13,102.371
2023-09-14,102.412
2023-09-15,102.407
2023-09-18,102.33
2023-09-19,102.333
2023-09-20,102.318
2023-09-21,102.419
2023-09-22,102.357
2023-09-25,102.34
2023-09-26,102.3
2023-09-27,102.236
2023-09-28,102.429
2023-09-29,102.429
2023-10-02,102.429
2023-10-03,102.429
2023-10-04,102.429
2023-10-05,102.429
2023-10-06,102.429
2023-10-09,102.509
2023-10-10,102.461
2023-10-11,102.38
2023-10-12,102.348
2023-10-13,102.405
2023-10-16,102.413
2023-10-17,102.383
